metric_name,comparison,paired_sample_count,mean_difference,median_difference,effect_size,raw_p_value,adjusted_p_value,ci_low,ci_high,test_result,reason
retrieval_recall,csm_v4_vs_dense_rag,60,-0.14189817127317125,-0.16041666666666665,-0.5115297674173598,0.0004697573180081349,0.0013644074910685716,-0.20499420949420954,-0.07407041396103901,computed,NULL
retrieval_recall,csm_v4_vs_hybrid_rag,60,-0.2039094701594702,-0.25,-0.7696657701536022,1.0087482138487758e-07,4.495886435860492e-07,-0.26395157658699325,-0.14244856725065058,computed,NULL
retrieval_recall,csm_v4_vs_graph_rag,60,-0.17375464812964816,-0.19999999999999998,-0.7189247616659984,3.305266709219268e-06,1.247315977128731e-05,-0.23065743226680727,-0.1124402164193831,computed,NULL
retrieval_recall,csm_v4_vs_hippo_rag,60,-0.19414444351944357,-0.23611111111111113,-0.7428932397333289,3.305266709219268e-06,1.2382774555553343e-05,-0.2552858973588141,-0.12746923292756632,computed,NULL
retrieval_recall,csm_v4_vs_csm,60,0.07657858345358344,0.0,0.37993885020511736,0.028959274291992188,0.05109878774389065,0.025424670815295813,0.12834626773689273,computed,NULL
retrieval_recall,csm_v4_vs_csm_v3,60,0.18212481962481963,0.14646464646464646,0.8877297222144542,4.656612873077393e-10,2.705021185821362e-09,0.133402417027417,0.2327039141414142,computed,NULL
state_accuracy,csm_v4_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_accuracy,csm_v4_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_accuracy,csm_v4_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_accuracy,csm_v4_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_accuracy,csm_v4_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_accuracy,csm_v4_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_accuracy,csm_v4_vs_csm,12,-0.041666666666666664,0.0,-0.28867513459481287,NULL,NULL,-0.125,0.0,computed,NULL
state_accuracy,csm_v4_vs_csm_v3,12,0.0,0.0,NULL,NULL,NULL,0.0,0.0,computed,NULL
state_recovery_time,csm_v4_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_recovery_time,csm_v4_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_recovery_time,csm_v4_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_recovery_time,csm_v4_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_recovery_time,csm_v4_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_recovery_time,csm_v4_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,insufficient_paired_observations
state_recovery_time,csm_v4_vs_csm,16,0.0,-0.0,NULL,NULL,NULL,0.0,0.0,computed,NULL
state_recovery_time,csm_v4_vs_csm_v3,13,0.0,-0.0,NULL,NULL,NULL,0.0,0.0,computed,NULL
temporal_consistency,csm_v4_vs_long_context,22,0.030303030303030307,0.0,0.12118298018003473,1.0,1.0,-0.060606060606060615,0.13636363636363635,computed,NULL
temporal_consistency,csm_v4_vs_rolling_summary,22,-0.09090909090909088,0.0,-0.29164791418864117,0.2265625,0.3271866270949721,-0.21212121212121213,0.045454545454545456,computed,NULL
temporal_consistency,csm_v4_vs_dense_rag,22,-0.060606060606060615,0.0,-0.18979089332840635,0.548828125,0.6629535995911215,-0.18181818181818185,0.06060606060606062,computed,NULL
temporal_consistency,csm_v4_vs_hybrid_rag,22,5.046468293750712e-18,0.0,2.002755015665525e-17,1.0,1.0,-0.09090909090909091,0.09090909090909093,computed,NULL
temporal_consistency,csm_v4_vs_graph_rag,22,-0.04545454545454545,0.0,-0.15341687402423293,0.7265625,0.8183721405228758,-0.16666666666666666,0.07575757575757576,computed,NULL
temporal_consistency,csm_v4_vs_hippo_rag,22,0.045454545454545456,0.0,0.1635938772371959,0.5078125,0.6221304798578199,-0.07575757575757575,0.15151515151515152,computed,NULL
temporal_consistency,csm_v4_vs_csm,22,-0.030303030303030307,0.0,-0.10474629747086911,1.0,1.0,-0.15151515151515152,0.07575757575757575,computed,NULL
