applicable,audit_file,calculation_reason,denominator,metric_name,numerator,observation_value,patient,question_id,question_number,reason_not_applicable,system,turn_id
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,28235,28235,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,10,10,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,primary_processing_latency_excludes_intentional_request_delay_and_quota_backoff,1,processing_latency_ms,28235,28235,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,retrieval_plus_provider_generation_latency_without_configured_request_delay,1,operational_wall_clock_latency_ms,28245,28245,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,stored_llm_call_processing_duration_ms,1,p95_latency,28235,28235,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,rolling_summary,1da1e56e-179c-4c69-99ad-fa158bb3cca9
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,8261,8261,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,39,39,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,primary_processing_latency_excludes_intentional_request_delay_and_quota_backoff,1,processing_latency_ms,8261,8261,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,retrieval_plus_provider_generation_latency_without_configured_request_delay,1,operational_wall_clock_latency_ms,8300,8300,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,stored_llm_call_processing_duration_ms,1,p95_latency,8261,8261,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,csm,39170e46-1e9f-4115-8ca4-c5d86155ea79
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,72587,72587,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,hippo_rag,6232d0bb-bfac-40db-9156-e7b5e843c132
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,34,34,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,hippo_rag,6232d0bb-bfac-40db-9156-e7b5e843c132
True,latency_definition_audit.csv,primary_processing_latency_excludes_intentional_request_delay_and_quota_backoff,1,processing_latency_ms,72587,72587,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,hippo_rag,6232d0bb-bfac-40db-9156-e7b5e843c132
True,latency_definition_audit.csv,retrieval_plus_provider_generation_latency_without_configured_request_delay,1,operational_wall_clock_latency_ms,72621,72621,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,hippo_rag,6232d0bb-bfac-40db-9156-e7b5e843c132
True,latency_definition_audit.csv,stored_llm_call_processing_duration_ms,1,p95_latency,72587,72587,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,hippo_rag,6232d0bb-bfac-40db-9156-e7b5e843c132
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,76837,76837,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,38,38,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
True,latency_definition_audit.csv,primary_processing_latency_excludes_intentional_request_delay_and_quota_backoff,1,processing_latency_ms,76837,76837,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
True,latency_definition_audit.csv,retrieval_plus_provider_generation_latency_without_configured_request_delay,1,operational_wall_clock_latency_ms,76875,76875,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
True,latency_definition_audit.csv,stored_llm_call_processing_duration_ms,1,p95_latency,76837,76837,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,76066,76066,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,graph_rag,976792df-ef0d-4b8e-a0bf-071106da06d0
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,11,11,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,graph_rag,976792df-ef0d-4b8e-a0bf-071106da06d0
True,latency_definition_audit.csv,primary_processing_latency_excludes_intentional_request_delay_and_quota_backoff,1,processing_latency_ms,76066,76066,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,graph_rag,976792df-ef0d-4b8e-a0bf-071106da06d0
True,latency_definition_audit.csv,retrieval_plus_provider_generation_latency_without_configured_request_delay,1,operational_wall_clock_latency_ms,76077,76077,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,graph_rag,976792df-ef0d-4b8e-a0bf-071106da06d0
True,latency_definition_audit.csv,stored_llm_call_processing_duration_ms,1,p95_latency,76066,76066,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,graph_rag,976792df-ef0d-4b8e-a0bf-071106da06d0
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,76601,76601,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,hybrid_rag,97d07848-ba97-4af7-a3bd-1d2509841afa
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,33,33,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,,hybrid_rag,97d07848-ba97-4af7-a3bd-1d2509841afa
