adjusted_p_value,ci_high,ci_low,comparison,effect_size,mean_difference,median_difference,metric_name,paired_sample_count,raw_p_value,reason,test_result
0.03042763157894737,0.27564102564102566,0.065625,csm_vs_long_context,0.8251755410588298,0.16987179487179488,0.125,groundedness,13,0.015625,,computed
0.6448317307692307,0.15499999999999994,-0.014987745098039209,csm_vs_rolling_summary,0.3601073271211001,0.07107843137254903,0.0,groundedness,17,0.453125,,computed
1.0,0.13778935185185182,-0.06371527777777777,csm_vs_dense_rag,0.15147833578103617,0.03472222222222223,0.0,groundedness,18,1.0,,computed
1.0,0.06371527777777775,-0.027777777777777773,csm_vs_hybrid_rag,0.1570196886381454,0.016203703703703706,0.0,groundedness,18,1.0,,computed
0.7974137931034483,0.004385964912280701,-0.08991228070175439,csm_vs_graph_rag,-0.30219867734399913,-0.03728070175438596,0.0,groundedness,19,0.625,,computed
1.0,0.08009868421052627,-0.09544956140350877,csm_vs_hippo_rag,-0.031215958902868303,-0.00657894736842105,0.0,groundedness,19,1.0,,computed
0.02990301724137931,0.4905448717948716,0.11538461538461539,csm_vs_long_context,0.7989984272569893,0.28846153846153844,0.25,hallucination_rate,13,0.015625,,computed
,0.03529411764705883,0.0,csm_vs_rolling_summary,0.24253562503633297,0.011764705882352941,-0.0,hallucination_rate,17,,,computed
,0.16666666666666666,0.0,csm_vs_dense_rag,0.23570226039551584,0.05555555555555555,-0.0,hallucination_rate,18,,,computed
,0.08333333333333333,0.0,csm_vs_hybrid_rag,0.23570226039551584,0.027777777777777776,-0.0,hallucination_rate,18,,,computed
,0.02631578947368421,0.0,csm_vs_graph_rag,0.22941573387056177,0.008771929824561403,-0.0,hallucination_rate,19,,,computed
,0.02631578947368421,0.0,csm_vs_hippo_rag,0.22941573387056177,0.008771929824561403,-0.0,hallucination_rate,19,,,computed
1.0,0.08032708032708033,-0.042328042328042347,csm_vs_long_context,0.07496600304673298,0.009139009139009132,0.0,lineage_citation_f1,12,1.0,,computed
1.0,0.14580079064454063,-0.0689026424963925,csm_vs_rolling_summary,0.17308401950650837,0.04393037518037518,0.0,lineage_citation_f1,18,1.0,,computed
0.026597764756944444,-0.04286110289668167,-0.1706545856367963,csm_vs_dense_rag,-0.7679504863088225,-0.10994852595105598,-0.10714285714285712,lineage_citation_f1,18,0.012939453125,,computed
0.011049543108258928,-0.09203896604938275,-0.2506908118887285,csm_vs_hybrid_rag,-0.9495241423429773,-0.16536095077761748,-0.14047619047619048,lineage_citation_f1,18,0.004180908203125,,computed
0.019458149754723836,-0.08683315929352547,-0.22639191523279278,csm_vs_graph_rag,-0.985675532783133,-0.1600000023107742,-0.16666666666666666,lineage_citation_f1,19,0.007537841796875,,computed
0.004551887512207031,-0.10039302802460703,-0.22496135846408077,csm_vs_hippo_rag,-1.1584789455453492,-0.16630866612717793,-0.16666666666666666,lineage_citation_f1,19,0.001312255859375,,computed
,0.21428571428571427,0.0,csm_vs_long_context,0.3779644730092272,0.07142857142857142,0.0,memory_update_accuracy,7,,,computed
0.7025316455696202,0.42857142857142855,0.0,csm_vs_rolling_summary,0.5447047794019222,0.21428571428571427,0.0,memory_update_accuracy,7,0.5,,computed
1.0,0.2857142857142857,-0.42857142857142855,csm_vs_dense_rag,0.0,0.0,0.0,memory_update_accuracy,7,1.0,,computed
,0.0,-0.42857142857142855,csm_vs_hybrid_rag,-0.3779644730092272,-0.14285714285714285,0.0,memory_update_accuracy,7,,,computed
,0.0,-0.42857142857142855,csm_vs_graph_rag,-0.3779644730092272,-0.14285714285714285,0.0,memory_update_accuracy,7,,,computed
0.69375,0.0,-0.7142857142857143,csm_vs_hippo_rag,-0.5855400437691198,-0.2857142857142857,0.0,memory_update_accuracy,7,0.5,,computed
,,,csm_vs_long_context,,,,offline_csm_update_cost,0,,insufficient_paired_observations,N/A
,,,csm_vs_rolling_summary,,,,offline_csm_update_cost,0,,insufficient_paired_observations,N/A
,,,csm_vs_dense_rag,,,,offline_csm_update_cost,0,,insufficient_paired_observations,N/A
,,,csm_vs_hybrid_rag,,,,offline_csm_update_cost,0,,insufficient_paired_observations,N/A
,,,csm_vs_graph_rag,,,,offline_csm_update_cost,0,,insufficient_paired_observations,N/A
,,,csm_vs_hippo_rag,,,,offline_csm_update_cost,0,,insufficient_paired_observations,N/A
0.0008892059326171875,-0.00020935237500000007,-0.000472641375,csm_vs_long_context,-1.1441370719358739,-0.0003427650000000001,-0.00027465000000000004,online_query_cost,20,4.00543212890625e-05,,computed
0.40572961171468097,5.655206249999991e-05,-0.00019855162499999996,csm_vs_rolling_summary,-0.2335643393849047,-6.90375e-05,-0.00010964999999999998,online_query_cost,20,0.26317596435546875,,computed
0.02677123400629783,-7.540837500000008e-05,-0.00030906225,csm_vs_dense_rag,-0.6392583598123738,-0.00018615,-0.0001716,online_query_cost,20,0.01181793212890625,,computed
0.008412585538976333,-6.366600000000006e-05,-0.000279043875,csm_vs_hybrid_rag,-0.6253199300076859,-0.00016764750000000005,-0.00016995,online_query_cost,20,0.0025768280029296875,,computed
0.00343630864070012,1.059656249999987e-05,-0.00031072181250000003,csm_vs_graph_rag,-0.42003176802653763,-0.00015761250000000004,-0.00018847500000000001,online_query_cost,20,0.0004024505615234375,,computed
0.0031908580235072543,-2.764631249999999e-05,-0.00029220056250000003,csm_vs_hippo_rag,-0.4912858899512384,-0.00015896250000000002,-0.00019192500000000002,online_query_cost,20,0.0004024505615234375,,computed
0.008172225952148438,26598.522499999985,-40942.01625,csm_vs_long_context,-0.16596455518603756,-13689.1,-27970.0,operational_wall_clock_latency_ms,20,0.0025768280029296875,,computed
0.07292429606119792,45161.77124999999,8799.89375,csm_vs_rolling_summary,0.6320146332568232,25508.65,31275.5,operational_wall_clock_latency_ms,20,0.04138946533203125,,computed
0.0007410049438476562,53976.423749999994,22447.86,csm_vs_dense_rag,1.0452372065923858,38939.55,33462.5,operational_wall_clock_latency_ms,20,4.00543212890625e-05,,computed
0.0029781341552734377,60211.08124999998,20601.74375,csm_vs_hybrid_rag,0.8105678099474243,38398.3,33315.5,operational_wall_clock_latency_ms,20,0.0004024505615234375,,computed
0.0027920007705688477,66296.94,17183.085,csm_vs_graph_rag,0.6313114702769784,38068.15,32467.0,operational_wall_clock_latency_ms,20,0.0004024505615234375,,computed
0.0026277654311236214,43870.0,16773.158750000002,csm_vs_hippo_rag,0.8723637414859802,30412.9,29125.0,operational_wall_clock_latency_ms,20,0.0004024505615234375,,computed
0.00794521967569987,26629.531249999985,-40908.8325,csm_vs_long_context,-0.16557416978143663,-13656.65,-27939.5,p95_latency,20,0.0025768280029296875,,computed
0.0717848539352417,45193.534999999996,8827.18375,csm_vs_rolling_summary,0.6327545696036713,25538.8,31316.0,p95_latency,20,0.04138946533203125,,computed
0.0006351470947265625,53980.85,22454.865,csm_vs_dense_rag,1.0454765196259783,38945.1,33468.5,p95_latency,20,4.00543212890625e-05,,computed
0.0024817784627278647,60214.94249999998,20608.58,csm_vs_hybrid_rag,0.8107208741905262,38403.5,33317.5,p95_latency,20,0.0004024505615234375,,computed
0.0023511585436369244,66328.22,17214.77125,csm_vs_graph_rag,0.6318627243784929,38099.85,32508.0,p95_latency,20,0.0004024505615234375,,computed
0.002233600616455078,43880.347499999996,16785.68125,csm_vs_hippo_rag,0.8727430509204814,30425.1,29135.5,p95_latency,20,0.0004024505615234375,,computed
0.0077304840087890625,26629.531249999985,-40908.8325,csm_vs_long_context,-0.16557416978143663,-13656.65,-27939.5,processing_latency_ms,20,0.0025768280029296875,,computed
0.07068047156700721,45193.534999999996,8827.18375,csm_vs_rolling_summary,0.6327545696036713,25538.8,31316.0,processing_latency_ms,20,0.04138946533203125,,computed
0.0005557537078857422,53980.85,22454.865,csm_vs_dense_rag,1.0454765196259783,38945.1,33468.5,processing_latency_ms,20,4.00543212890625e-05,,computed
0.0021272386823381695,60214.94249999998,20608.58,csm_vs_hybrid_rag,0.8107208741905262,38403.5,33317.5,processing_latency_ms,20,0.0004024505615234375,,computed
0.0020305460149591618,66328.22,17214.77125,csm_vs_graph_rag,0.6318627243784929,38099.85,32508.0,processing_latency_ms,20,0.0004024505615234375,,computed
0.0019422614056131115,43880.347499999996,16785.68125,csm_vs_hippo_rag,0.8727430509204814,30425.1,29135.5,processing_latency_ms,20,0.0004024505615234375,,computed
0.007527050219084087,26629.531249999985,-40908.8325,csm_vs_long_context,-0.16557416978143663,-13656.65,-27939.5,provider_generation_latency_ms,20,0.0025768280029296875,,computed
0.06960955533114346,45193.534999999996,8827.18375,csm_vs_rolling_summary,0.6327545696036713,25538.8,31316.0,provider_generation_latency_ms,20,0.04138946533203125,,computed
0.0004940032958984375,53980.85,22454.865,csm_vs_dense_rag,1.0454765196259783,38945.1,33468.5,provider_generation_latency_ms,20,4.00543212890625e-05,,computed
0.0018613338470458984,60214.94249999998,20608.58,csm_vs_hybrid_rag,0.8107208741905262,38403.5,33317.5,provider_generation_latency_ms,20,0.0004024505615234375,,computed
0.0017868804931640626,66328.22,17214.77125,csm_vs_graph_rag,0.6318627243784929,38099.85,32508.0,provider_generation_latency_ms,20,0.0004024505615234375,,computed
0.00171815432035006,43880.347499999996,16785.68125,csm_vs_hippo_rag,0.8727430509204814,30425.1,29135.5,provider_generation_latency_ms,20,0.0004024505615234375,,computed
0.0002117156982421875,-30.22375,-35.15,csm_vs_long_context,-5.552465684989679,-32.45,-31.0,retrieval_activation_latency_ms,20,1.9073486328125e-06,,computed
0.00010585784912109375,-27.7,-33.17625,csm_vs_rolling_summary,-4.506238694632776,-30.15,-30.5,retrieval_activation_latency_ms,20,1.9073486328125e-06,,computed
0.0016545189751519097,-2.823750000000001,-8.4,csm_vs_dense_rag,-0.8254406292258331,-5.55,-5.5,retrieval_activation_latency_ms,20,0.0004024505615234375,,computed
0.007904052734375,-2.823750000000001,-7.77625,csm_vs_hybrid_rag,-0.86214096123374,-5.2,-5.5,retrieval_activation_latency_ms,20,0.002349853515625,,computed
7.05718994140625e-05,-29.6,-34.22625,csm_vs_graph_rag,-5.495520306178627,-31.7,-30.0,retrieval_activation_latency_ms,20,1.9073486328125e-06,,computed
5.2928924560546875e-05,-9.85,-14.47625,csm_vs_hippo_rag,-2.1440182005321837,-12.2,-11.0,retrieval_activation_latency_ms,20,1.9073486328125e-06,,computed
0.018450797872340427,0.08286458333333331,0.020078125000000002,csm_vs_long_context,0.6679727321824536,0.049890873015873013,0.0,retrieval_precision,20,0.0078125,,computed
0.993546873658568,0.024647569444444403,-0.100937251984127,csm_vs_rolling_summary,-0.25940180089962767,-0.041775793650793654,-0.027777777777777776,retrieval_precision,20,0.8145294189453125,,computed
0.19058094853940216,-0.011623669733044784,-0.10130467622655122,csm_vs_dense_rag,-0.5051778784019515,-0.05570165945165946,-0.04226190476190475,retrieval_precision,20,0.11846923828125,,computed
0.05619837026127049,-0.027758661477411514,-0.12026655982905984,csm_vs_hybrid_rag,-0.6547142118774474,-0.07392628205128204,-0.06696428571428571,retrieval_precision,20,0.0308837890625,,computed
0.019015919078480114,-0.0419672619047619,-0.13849999999999998,csm_vs_graph_rag,-0.7772947482573244,-0.09258928571428571,-0.10555555555555556,retrieval_precision,20,0.007537841796875,,computed
0.018593343098958333,-0.040577876984127,-0.1365875496031746,csm_vs_hippo_rag,-0.763400164547193,-0.09016865079365079,-0.09126984126984126,retrieval_precision,20,0.007537841796875,,computed
0.01806640625,0.2156051587301587,0.06530555555555556,csm_vs_long_context,0.7604066529659835,0.14091269841269843,0.0,retrieval_recall,20,0.0078125,,computed
0.9827474511188009,0.13868278018278016,-0.11340136483886482,csm_vs_rolling_summary,0.059163124712034255,0.018772246272246267,0.07142857142857142,retrieval_recall,20,0.8145294189453125,,computed
0.09505086870335822,-0.010890181577681762,-0.20348674242424244,csm_vs_dense_rag,-0.47816144079175343,-0.1078054353054353,-0.08249158249158249,retrieval_recall,20,0.057373046875,,computed
0.027164752666766826,-0.09917015392015399,-0.29864141414141404,csm_vs_hybrid_rag,-0.9126692271330472,-0.20138407888407892,-0.225,retrieval_recall,20,0.012725830078125,,computed
0.018189139988111412,-0.10265223665223669,-0.30180348124098116,csm_vs_graph_rag,-0.9128780631034409,-0.20582852332852336,-0.225,retrieval_recall,20,0.007537841796875,,computed
0.026652210163620283,-0.10382347282347287,-0.2984345839345839,csm_vs_hippo_rag,-0.9149799196816636,-0.20592953342953346,-0.225,retrieval_recall,20,0.012725830078125,,computed
,,,csm_vs_long_context,,,,state_accuracy,0,,insufficient_paired_observations,N/A
,,,csm_vs_rolling_summary,,,,state_accuracy,0,,insufficient_paired_observations,N/A
,,,csm_vs_dense_rag,,,,state_accuracy,0,,insufficient_paired_observations,N/A
,,,csm_vs_hybrid_rag,,,,state_accuracy,0,,insufficient_paired_observations,N/A
,,,csm_vs_graph_rag,,,,state_accuracy,0,,insufficient_paired_observations,N/A
,,,csm_vs_hippo_rag,,,,state_accuracy,0,,insufficient_paired_observations,N/A
,,,csm_vs_long_context,,,,state_recovery_time,0,,insufficient_paired_observations,N/A
,,,csm_vs_rolling_summary,,,,state_recovery_time,0,,insufficient_paired_observations,N/A
,,,csm_vs_dense_rag,,,,state_recovery_time,0,,insufficient_paired_observations,N/A
,,,csm_vs_hybrid_rag,,,,state_recovery_time,0,,insufficient_paired_observations,N/A
,,,csm_vs_graph_rag,,,,state_recovery_time,0,,insufficient_paired_observations,N/A
,,,csm_vs_hippo_rag,,,,state_recovery_time,0,,insufficient_paired_observations,N/A
1.0,0.07407407407407407,-0.16759259259259252,csm_vs_long_context,-0.18490006540840973,-0.037037037037037035,0.0,temporal_consistency,9,1.0,,computed
0.10202205882352941,-0.14814814814814814,-0.48148148148148157,csm_vs_rolling_summary,-0.9578949441427994,-0.2962962962962963,-0.3333333333333333,temporal_consistency,9,0.0625,,computed
,0.0,-0.2222222222222222,csm_vs_dense_rag,-0.3333333333333333,-0.07407407407407407,0.0,temporal_consistency,9,,,computed
0.6851851851851852,0.0,-0.2962962962962963,csm_vs_hybrid_rag,-0.4714045207910317,-0.1111111111111111,0.0,temporal_consistency,9,0.5,,computed
0.3908450704225352,-0.037037037037037035,-0.29629629629629634,csm_vs_graph_rag,-0.611775290321498,-0.14814814814814814,0.0,temporal_consistency,9,0.25,,computed
1.0,0.1111111111111111,-0.14814814814814814,csm_vs_hippo_rag,-0.18490006540840973,-0.037037037037037035,0.0,temporal_consistency,9,1.0,,computed
0.00044460296630859374,-1400.4925,-2653.5975,csm_vs_long_context,-1.3245479301418546,-2008.05,-1826.0,tokens_per_query,20,4.00543212890625e-05,,computed
0.026235809326171877,72.78999999999996,-1355.4075,csm_vs_rolling_summary,-0.39646498787524265,-657.8,-631.0,tokens_per_query,20,0.01181793212890625,,computed
0.0015954290117536271,-813.86625,-2001.04,csm_vs_dense_rag,-0.9389556146259919,-1362.5,-1277.5,tokens_per_query,20,0.0004024505615234375,,computed
0.0073340489314152645,-426.25625000000036,-1780.13625,csm_vs_hybrid_rag,-0.6547348920996242,-1108.35,-1183.0,tokens_per_query,20,0.0025768280029296875,,computed
0.0004041845148259943,-299.57500000000044,-1982.71125,csm_vs_graph_rag,-0.5965470684289844,-1187.55,-1228.0,tokens_per_query,20,4.00543212890625e-05,,computed
0.0015404142182448815,-593.2287500000001,-1921.70125,csm_vs_hippo_rag,-0.7328050728788703,-1233.0,-1170.5,tokens_per_query,20,0.0004024505615234375,,computed
0.0003705024719238281,-0.00020935237500000007,-0.000472641375,csm_vs_long_context,-1.1441370719358739,-0.0003427650000000001,-0.00027465000000000004,total_cost,20,4.00543212890625e-05,,computed
0.40017167182817853,5.655206249999991e-05,-0.00019855162499999996,csm_vs_rolling_summary,-0.2335643393849047,-6.90375e-05,-0.00010964999999999998,total_cost,20,0.26317596435546875,,computed
0.02572138169232537,-7.540837500000008e-05,-0.00030906225,csm_vs_dense_rag,-0.6392583598123738,-0.00018615,-0.0001716,total_cost,20,0.01181793212890625,,computed
0.007150697708129883,-6.366600000000006e-05,-0.000279043875,csm_vs_hybrid_rag,-0.6253199300076859,-0.00016764750000000005,-0.00016995,total_cost,20,0.0025768280029296875,,computed
0.0014890670776367188,1.059656249999987e-05,-0.00031072181250000003,csm_vs_graph_rag,-0.42003176802653763,-0.00015761250000000004,-0.00018847500000000001,total_cost,20,0.0004024505615234375,,computed
0.0014410326557774697,-2.764631249999999e-05,-0.00029220056250000003,csm_vs_hippo_rag,-0.4912858899512384,-0.00015896250000000002,-0.00019192500000000002,total_cost,20,0.0004024505615234375,,computed
0.029396186440677968,0.4905448717948716,0.11538461538461539,csm_vs_long_context,0.7989984272569893,0.28846153846153844,0.25,unsupported_claim_rate,13,0.015625,,computed
,0.03529411764705883,0.0,csm_vs_rolling_summary,0.24253562503633297,0.011764705882352941,-0.0,unsupported_claim_rate,17,,,computed
,0.16666666666666666,0.0,csm_vs_dense_rag,0.23570226039551584,0.05555555555555555,-0.0,unsupported_claim_rate,18,,,computed
,0.08333333333333333,0.0,csm_vs_hybrid_rag,0.23570226039551584,0.027777777777777776,-0.0,unsupported_claim_rate,18,,,computed
,0.02631578947368421,0.0,csm_vs_graph_rag,0.22941573387056177,0.008771929824561403,-0.0,unsupported_claim_rate,19,,,computed
,0.02631578947368421,0.0,csm_vs_hippo_rag,0.22941573387056177,0.008771929824561403,-0.0,unsupported_claim_rate,19,,,computed
