duration_ms,llm_call_id,turn_id
4925,15fada6f-75b2-4f92-83b2-9e9caad29507,bc2757ce-6de2-4bc0-9b7d-a118e135bea9
50352,814e082c-940a-4884-81cc-deb7863014dc,b1e6c286-91d7-4544-8a38-37774c6540ff
6719,2688741d-f87e-45ec-a0f7-8c1c8675e71b,cd2fd90f-1faf-450f-9392-d073d576d653
11521,aed2376d-b6a6-40a3-acb9-3593783947ec,b64715ed-fe85-44a7-b742-c12ad10a383d
21054,810bd4f8-3135-425c-8f2c-85b1a4a1015e,5d5b68e8-6527-41d2-985b-cca91f95cbad
5125,de3e78b7-6065-4737-957d-df3f384afe99,39e73bfa-0157-4c1c-b597-6a7d487970da
27785,e16a02c9-d385-4595-90b8-1fca98b4e4c0,9cc304bb-94a0-4857-9e1e-336c1184f3a9
4874,3bf5df5e-8c99-4776-ac4f-f8af288d47d2,201def6f-2dde-4faf-828d-64299e4b58bd
31398,e2241ebb-6c1f-4125-8571-3edfcfdf2fe4,3f9105ee-50f0-40c0-b6dd-b44255659b53
23651,05ef0427-0e63-4ad4-8e48-c648c922a670,0b34b672-b534-473b-96d4-56697fb42caa
13579,ca4847dc-030f-483b-b380-0df183688750,d3bee192-768a-4322-9d75-c8eaa3f2f1c4
20092,9b024cea-ba36-4d98-8373-3c12768e9daf,619ccc4f-42e8-4fb7-8719-c1d7057cac9b
19378,b17086ba-7e77-44f1-bc85-a2d575cad45d,8c4f3588-a2a2-494f-8daf-42760d89b613
18159,3271134c-6b7f-4b41-bd7c-bcbf2a1222f5,ecbcbf16-f1fd-400b-81a1-40cddaab4988
18010,f7fea3ce-9982-4803-be48-84853914fc08,21bc8eaf-dc22-4c04-8395-e3966028628a
19643,5b3af03b-830a-4e14-a0cc-3036c50ec592,bb3821ed-2a55-4218-a451-cc226f4dde56
23554,bfceab4c-9640-47ff-8e95-a6ab9fb14c77,281cbfec-aa03-46a1-887e-4b383cc1f3ce
126067,7f409251-5cae-4cfd-986e-ce2da34fde9b,e4f9e775-5083-4233-b244-80313f8941db
