applicable,audit_file,calculation_reason,denominator,metric_name,numerator,observation_value,patient,question_id,question_number,reason_not_applicable,system,turn_id
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,18545,18545,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,35,35,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,latency_definition_audit.csv,primary_processing_latency_excludes_intentional_request_delay_and_quota_backoff,1,processing_latency_ms,18545,18545,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,latency_definition_audit.csv,retrieval_plus_provider_generation_latency_without_configured_request_delay,1,operational_wall_clock_latency_ms,18580,18580,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,latency_definition_audit.csv,stored_llm_call_processing_duration_ms,1,p95_latency,18545,18545,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
True,latency_definition_audit.csv,stored_provider_generation_latency_ms_excludes_external_request_delay_column,1,provider_generation_latency_ms,126132,126132,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
True,latency_definition_audit.csv,stored_retrieval_or_csm_activation_duration_ms,1,retrieval_activation_latency_ms,30,30,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
True,latency_definition_audit.csv,primary_processing_latency_excludes_intentional_request_delay_and_quota_backoff,1,processing_latency_ms,126132,126132,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
True,latency_definition_audit.csv,retrieval_plus_provider_generation_latency_without_configured_request_delay,1,operational_wall_clock_latency_ms,126162,126162,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
True,latency_definition_audit.csv,stored_llm_call_processing_duration_ms,1,p95_latency,126132,126132,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
