applicable,audit_file,calculation_reason,denominator,metric_name,numerator,observation_value,patient,question_id,question_number,reason_not_applicable,system,turn_id
False,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,missing_generated_confidence,long_context,97056f0c-023a-4733-acd1-7138c07fd133
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.0,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,rolling_summary,a7e4abec-6884-4001-acfb-f7c323a3ae76
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.09999999999999998,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,dense_rag,ca28c97a-74a2-4160-beff-6e2a05f4935c
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.012500000000000011,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,hybrid_rag,ebc6764e-fe8d-4683-9d00-78ec4f3e40cb
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.35,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,csm,f7f00ade-c884-440d-859d-b31111a42068
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.0,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,,graph_rag,02e5a1c0-ba6c-428a-84a3-70ba4c6f859b
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.03333333333333336,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,,hybrid_rag,1e1b3df8-244a-43c1-84d8-58ee19b9f99f
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.11666666666666665,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,,dense_rag,90afc5d6-8ec5-4a73-b446-ef5fe46f735b
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.11666666666666665,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,,hippo_rag,b6b0b8f3-d3cb-4c4d-8aa2-10a3516e9dd9
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.09999999999999998,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,,long_context,b9a5c03c-e560-417f-81bd-d0f4d3d0ce56
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.0,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,,rolling_summary,f71d2561-40c8-405a-a9f5-166dcad5b168
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.050000000000000044,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,,csm,f8ea364b-6ddf-4913-922c-9cc69169e185
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.0,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,rolling_summary,27d983b0-ea79-48c6-bbb1-02b1e401e1cb
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.0,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,long_context,402f82e8-2e12-4baf-8cd8-2fbfb0adcebe
True,calibration_audit.csv,absolute_confidence_error_against_support_classification,,expected_calibration_error,,0.09999999999999998,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,hybrid_rag,468bf211-71ed-4d99-8cbf-098dc4fc3d00
